word	max_lem_cat	max_lem_lemma
querer	VERB	querer
quererme	VERB	querer
quererse	VERB	querer
quererse	VERB	querer
quererte	VERB	querer
queres	NOUN	queres
querida	NOUN	querida
queridas	ADJECTIVE	querido
querido	VERB	querer
queridos	ADJECTIVE	querido
queriendo	VERB	querer
quermes	NOUN	quermes
querubín	NOUN	querubín
querubines	NOUN	querubín
quesadilla	NOUN	quesadilla
quesadillas	NOUN	quesadilla
quesito	NOUN	quesito
queso	NOUN	queso
quesos	NOUN	queso
quevedo	NOUN	quevedo
qui	NOUN	qui
quicio	NOUN	quicio
quico	NOUN	quico
quico	NOUN	quico
quid	NOUN	quid
quiebra	NOUN	quiebra
quiebre	VERB	quebrar
quiebres	NOUN	quiebres
quiebro	NOUN	quiebro
quién	PRONOUN	quién
quién	PRONOUN	quién
quienes	PRONOUN	quien
quier	NOUN	quier
quiera	VERB	querer
quieras	VERB	querer
quiere	VERB	querer
quieres	VERB	querer
quiero	VERB	querer
quiero	VERB	querer
quieta	ADJECTIVE	quieto
quietas	ADJECTIVE	quieto
quieto	ADJECTIVE	quieto
quieto	ADJECTIVE	quieto
quietó	VERB	quietar
quietos	ADJECTIVE	quieto
quietud	NOUN	quietud
quijada	NOUN	quijada
quijano	NOUN	quijano
quijote	NOUN	quijote
quilate	NOUN	quilate
quilo	NOUN	quilo
quilombo	NOUN	quilombo
quilombo	NOUN	quilombo
quilombos	NOUN	quilombo
quilos	NOUN	quilo
quimera	NOUN	quimera
quimeras	NOUN	quimera
quimérica	ADJECTIVE	quimérico
química	ADJECTIVE	químico
químicas	ADJECTIVE	químico
químico	ADJECTIVE	químico
químicos	ADJECTIVE	químico
quimio	NOUN	quimio
quimioterapia	NOUN	quimioterapia
quimono	NOUN	quimono
quin	NOUN	quin
quince	DETERMINER	quince
quinceañera	NOUN	quinceañera
quinceañeras	ADJECTIVE	quinceañero
quinceañeras	ADJECTIVE	quinceañero
quinceañeros	ADJECTIVE	quinceañero
quincena	NOUN	quincena
quincenal	ADJECTIVE	quincenal
quiniela	NOUN	quiniela
quinielas	NOUN	quiniela
quinientos	NOUN	quinientos
quinina	NOUN	quinina
quinn	NOUN	quinn
quino	NOUN	quino
quinquenal	ADJECTIVE	quinquenal
quinquenio	NOUN	quinquenio
quinta	NOUN	quinta
quintal	NOUN	quintal
quintero	NOUN	quintero
quinteros	NOUN	quinteros
quinteto	NOUN	quinteto
quinto	NOUN	quinto
quinto	NOUN	quinto
quíntuple	DETERMINER	quíntuple
quioscos	NOUN	quiosco
quique	NOUN	quique
quirófano	NOUN	quirófano
quirófanos	NOUN	quirófano
quiroga	NOUN	quiroga
quiropráctico	ADJECTIVE	quiropráctico
quirúrgica	ADJECTIVE	quirúrgico
quirúrgicas	ADJECTIVE	quirúrgico
quirúrgico	ADJECTIVE	quirúrgico
quirúrgicos	ADJECTIVE	quirúrgico
quisiera	VERB	querer
quiso	VERB	querer
quisquillosa	ADJECTIVE	quisquilloso
quisquilloso	ADJECTIVE	quisquilloso
quiste	NOUN	quiste
quistes	NOUN	quiste
quisto	VERB	quistarse
quita	VERB	quitar
quitado	VERB	quitar
quitados	ADJECTIVE	quitado
quitaesmalte	NOUN	quitaesmalte
quitamanchas	NOUN	quitamanchas
quitan	VERB	quitar
quitar	VERB	quitar
quitarse	VERB	quitar
quitas	VERB	quitar
quite	NOUN	quite
quitina	NOUN	quitina
quito	NOUN	quito
quito	NOUN	quito
quitó	VERB	quitar
quiz	NOUN	quiz
quizá	ADVERB	quizá
quizás	ADVERB	quizás
quizás	ADVERB	quizás
quo	NOUN	quo
quo	NOUN	quo
ra	NOUN	ra
ra	NOUN	ra
ra	NOUN	ra
raba	NOUN	raba
rabas	NOUN	raba
rabbit	NOUN	rabbit
rabia	NOUN	rabia
rabiar	VERB	rabiar
rabieta	NOUN	rabieta
rabietas	NOUN	rabieta
rabillo	NOUN	rabillo
rabino	NOUN	rabino
rabinos	NOUN	rabino
rabiosa	ADJECTIVE	rabioso
rabioso	ADJECTIVE	rabioso
rabiosos	ADJECTIVE	rabioso
rabo	NOUN	rabo
rabón	ADJECTIVE	rabón
racha	NOUN	racha
rachas	NOUN	racha
racial	ADJECTIVE	racial
raciales	ADJECTIVE	racial
racimo	NOUN	racimo
racimos	NOUN	racimo
racing	NOUN	racing
raciocinio	NOUN	raciocinio
ración	NOUN	ración
racionado	ADJECTIVE	racionado
racional	ADJECTIVE	racional
racionales	ADJECTIVE	racional
racionalidad	NOUN	racionalidad
racionalismo	NOUN	racionalismo
racionalizado	ADJECTIVE	racionalizado
racionalizar	VERB	racionalizar
racionalmente	ADVERB	racionalmente
racionamiento	NOUN	racionamiento
racionando	VERB	racionar
racionar	VERB	racionar
raciones	NOUN	ración
racismo	NOUN	racismo
racismo	NOUN	racismo
racista	ADJECTIVE	racista
racistas	ADJECTIVE	racista
rada	NOUN	rada
radar	NOUN	radar
radares	NOUN	radar
radas	NOUN	rada
radia	ADJECTIVE	radio
radiación	NOUN	radiación
radiactivo	ADJECTIVE	radiactivo
radiado	ADJECTIVE	radiado
radiador	NOUN	radiador
radial	ADJECTIVE	radial
radian	VERB	radiar
radiante	ADJECTIVE	radiante
radiantes	ADJECTIVE	radiante
radica	VERB	radicar
radicación	NOUN	radicación
radicado	ADJECTIVE	radicado
radical	ADJECTIVE	radical
radicales	NOUN	radical
radicalismo	NOUN	radicalismo
radicar	VERB	radicar
radicular	ADJECTIVE	radicular
radio	NOUN	radio
radioactivo	ADJECTIVE	radioactivo
radioescucha	NOUN	radioescucha
radiografía	NOUN	radiografía
radiográfica	ADJECTIVE	radiográfico
radios	NOUN	radio
rae	NOUN	rae
rae	NOUN	rae
raedura	NOUN	raedura
raer	VERB	raer
rafael	NOUN	rafael
rafael	NOUN	rafael
rafaela	NOUN	rafaela
ráfaga	NOUN	ráfaga
ráfagas	NOUN	ráfaga
rafia	NOUN	rafia
ragú	NOUN	ragú
raíces	NOUN	raíz
raid	NOUN	raid
raid	NOUN	raid
raído	ADJECTIVE	raído
rail	NOUN	rail
raíl	NOUN	raíl
raíz	NOUN	raíz
raja	NOUN	raja
rajá	NOUN	rajá
rajada	NOUN	rajada
rajadas	ADJECTIVE	rajado
rajado	ADJECTIVE	rajado
rajados	NOUN	rajado
rajadura	NOUN	rajadura
rajaduras	NOUN	rajadura
rajando	VERB	rajar
rajar	VERB	rajar
raje	NOUN	raje
raje	NOUN	raje
rajemos	VERB	rajar
rajo	NOUN	rajo
rala	ADJECTIVE	ralo
ralas	ADJECTIVE	ralo
ralea	NOUN	ralea
raleado	VERB	ralear
ralear	VERB	ralear
ralentizar	VERB	ralentizar
ralla	VERB	rallar
rallada	ADJECTIVE	rallado
rallado	ADJECTIVE	rallado
rallador	NOUN	rallador
rallar	VERB	rallar
rallas	VERB	rallar
ralle	VERB	rallar
rallo	NOUN	rallo
rally	NOUN	rally
ralo	ADJECTIVE	ralo
ralos	ADJECTIVE	ralo
ralph	NOUN	ralph
ram	NOUN	ram
rama	NOUN	rama
rama	NOUN	rama
ramada	NOUN	ramada
ramaje	NOUN	ramaje
ramal	NOUN	ramal
ramas	NOUN	rama
rambla	NOUN	rambla
rambla	NOUN	rambla
rambo	NOUN	rambo
ramera	NOUN	ramera
rameras	NOUN	ramera
ramificación	NOUN	ramificación
ramificaciones	NOUN	ramificación
ramificado	ADJECTIVE	ramificado
ramillete	NOUN	ramillete
ramiro	NOUN	ramiro
ramita	NOUN	ramita
ramitas	NOUN	ramita
ramito	NOUN	ramito
ramo	NOUN	ramo
ramón	NOUN	ramón
ramón	NOUN	ramón
ramona	NOUN	ramona
ramones	NOUN	ramones
ramos	NOUN	ramos
rampa	NOUN	rampa
rampante	ADJECTIVE	rampante
rampas	NOUN	rampa
ramses	NOUN	ramses
rana	NOUN	rana
ranas	NOUN	rana
ranchear	VERB	ranchear
ranchito	NOUN	ranchito
rancho	NOUN	rancho
ranchos	NOUN	rancho
rancia	ADJECTIVE	rancio
rancias	ADJECTIVE	rancio
rancio	ADJECTIVE	rancio
rancios	ADJECTIVE	rancio
ranger	NOUN	ranger
rango	NOUN	rango
rango	NOUN	rango
rangos	NOUN	rango
ranita	NOUN	ranita
ranita	NOUN	ranita
ranking	NOUN	ranking
ránking	NOUN	ránking
ranura	NOUN	ranura
ranuras	NOUN	ranura
raña	NOUN	raña
rap	NOUN	rap
rapa	NOUN	rapa
rapaces	ADJECTIVE	rapaz
rapada	VERB	rapar
rapado	VERB	rapar
rapar	VERB	rapar
rapaz	ADJECTIVE	rapaz
rape	NOUN	rape
rapear	NOUN	rapear
rapen	VERB	rapar
rapero	NOUN	rapero
raperos	NOUN	rapero
raphael	NOUN	raphael
rápida	ADJECTIVE	rápido
rápidamente	ADVERB	rápidamente
rápidas	ADJECTIVE	rápido
rapidez	NOUN	rapidez
rapidez	NOUN	rapidez
rapidez	NOUN	rapidez
rapidísimo	ADJECTIVE	rapidísimo
rapidísimos	ADJECTIVE	rapidísimo
rapidito	ADJECTIVE	rapidito
rápido	ADJECTIVE	rápido
rápido	ADJECTIVE	rápido
rápidos	ADJECTIVE	rápido
rapiña	NOUN	rapiña
rapiñar	VERB	rapiñar
rapiñas	NOUN	rapiña
rapo	NOUN	rapo
raposa	NOUN	raposa
raposo	NOUN	raposo
rappel	NOUN	rappel
rapsodia	NOUN	rapsodia
raptada	ADJECTIVE	raptada
raptado	VERB	raptar
raptar	VERB	raptar
rapto	NOUN	rapto
raptor	NOUN	raptor
raquel	NOUN	raquel
raquel	NOUN	raquel
raqueta	NOUN	raqueta
raquetas	NOUN	raqueta
raquídeo	ADJECTIVE	raquídeo
raquítico	ADJECTIVE	raquítico
rar	NOUN	rar
rara	ADJECTIVE	raro
raramente	ADVERB	raramente
raras	ADJECTIVE	raro
raras	ADJECTIVE	raro
rareza	NOUN	rareza
rarezas	NOUN	rareza
rarísimo	ADJECTIVE	rarísimo
raro	ADJECTIVE	raro
raro	ADJECTIVE	raro
raros	ADJECTIVE	raro
ras	NOUN	ras
ras	NOUN	ras
rasa	NOUN	rasa
rasado	VERB	rasar
rasante	NOUN	rasante
rasantes	ADJECTIVE	rasante
rasar	VERB	rasar
rasas	NOUN	rasa
rasca	NOUN	rasca
rascacielo	NOUN	rascacielo
rascacielos	NOUN	rascacielos
rascada	ADJECTIVE	rascado
rascado	ADJECTIVE	rascado
rascador	ADJECTIVE	rascador
rascan	VERB	rascar
rascar	VERB	rascar
rascarle	VERB	rascar
rascarme	VERB	rascar
rascarse	VERB	rascar
rasco	VERB	rascar
rase	VERB	rasar
rasero	NOUN	rasero
rasga	VERB	rasgar
rasgada	ADJECTIVE	rasgado
rasgadas	ADJECTIVE	rasgado
rasgado	ADJECTIVE	rasgado
rasgados	NOUN	rasgado
rasgadura	NOUN	rasgadura
rasgan	VERB	rasgar
rasgar	VERB	rasgar
rasgarse	VERB	rasgar
rasgas	VERB	rasgar
rasgo	NOUN	rasgo
rasgó	VERB	rasgar
rasgos	NOUN	rasgo
rasgué	VERB	rasgar
rasguña	VERB	rasguñar
rasguñado	VERB	rasguñar
rasguñar	VERB	rasguñar
rasguñas	VERB	rasguñar
rasguño	NOUN	rasguño
rasguños	NOUN	rasguño
rash	NOUN	rash
raso	ADJECTIVE	raso
rasos	ADJECTIVE	raso
raspa	NOUN	raspa
raspada	ADJECTIVE	raspado
raspadas	ADJECTIVE	raspado
raspado	ADJECTIVE	raspado
raspadura	NOUN	raspadura
raspaduras	NOUN	raspadura
raspando	VERB	raspar
raspar	VERB	raspar
rasparse	VERB	raspar
raspó	VERB	raspar
raspón	NOUN	raspón
raspones	NOUN	raspón
rasposa	ADJECTIVE	rasposo
rasposo	ADJECTIVE	rasposo
rasputín	NOUN	rasputín
rasputín	NOUN	rasputín
rasqueta	NOUN	rasqueta
rasta	NOUN	rasta
rastafari	ADJECTIVE	rastafari
rastas	NOUN	rasta
rastra	NOUN	rastra
rastre	VERB	rastrar
rastreado	VERB	rastrear
rastreador	NOUN	rastreador
rastreadores	ADJECTIVE	rastreador
rastrear	VERB	rastrear
rastreo	NOUN	rastreo
rastrera	ADJECTIVE	rastrero
rastreras	ADJECTIVE	rastrero
rastrero	ADJECTIVE	rastrero
rastreros	ADJECTIVE	rastrero
rastrilla	NOUN	rastrilla
rastrillar	VERB	rastrillar
rastrillo	NOUN	rastrillo
rastrillos	NOUN	rastrillo
rastro	NOUN	rastro
rastro	NOUN	rastro
rastrojo	NOUN	rastrojo
rastros	NOUN	rastro
rasurado	NOUN	rasurado
rasuradora	NOUN	rasuradora
rasurar	VERB	rasurar
rasurarse	VERB	rasurar
rasure	VERB	rasurar
rata	NOUN	rata
ratas	NOUN	rata
ratas	NOUN	rata
rateras	ADJECTIVE	ratero
ratero	ADJECTIVE	ratero
rateros	ADJECTIVE	ratero
raticida	ADJECTIVE	raticida
raticidas	ADJECTIVE	raticida
ratificado	VERB	ratificar
ratificar	VERB	ratificar
ratifico	VERB	ratificar
rating	NOUN	rating
ratita	NOUN	ratita
ratito	NOUN	ratito
rato	NOUN	rato
rato	NOUN	rato
ratón	NOUN	ratón
ratón	NOUN	ratón
ratona	NOUN	ratona
ratoncito	NOUN	ratoncito
ratonera	ADJECTIVE	ratonero
ratonero	ADJECTIVE	ratonero
ratones	NOUN	ratón
ratos	NOUN	rato
rats	NOUN	rats
rauda	ADJECTIVE	raudo
raudal	NOUN	raudal
raudales	ADVERB	raudales
raudo	ADJECTIVE	raudo
raudos	ADJECTIVE	raudo
raul	NOUN	raul
raul	NOUN	raul
raúl	NOUN	raúl
raúl	NOUN	raúl
ravioles	NOUN	ravioles
raviolis	NOUN	raviolis
raya	NOUN	raya
rayada	ADJECTIVE	rayado
rayadas	ADJECTIVE	rayado
rayado	ADJECTIVE	rayado
rayados	ADJECTIVE	rayado
rayadura	NOUN	rayadura
rayar	VERB	rayar
rayas	NOUN	raya
raye	NOUN	raye
rayita	NOUN	rayita
rayo	NOUN	rayo
rayón	NOUN	rayón
rayón	NOUN	rayón
rayones	NOUN	rayón
rayos	NOUN	rayo
rayuela	NOUN	rayuela
raz	NOUN	raz
raza	NOUN	raza
raza	NOUN	raza
razar	NOUN	razar
razas	NOUN	raza
razo	NOUN	razo
razon	NOUN	razon
razón	NOUN	razón
razón	NOUN	razón
razona	VERB	razonar
razonabilidad	NOUN	razonabilidad
razonable	ADJECTIVE	razonable
razonables	ADJECTIVE	razonable
razonado	ADJECTIVE	razonado
razonador	NOUN	razonador
razonamiento	NOUN	razonamiento
razonamientos	NOUN	razonamiento
razonando	VERB	razonar
razonar	VERB	razonar
razones	NOUN	razón
razono	VERB	razonar
razonó	VERB	razonar
re	NOUN	re
re	NOUN	re
re	NOUN	re
re	NOUN	re
re	NOUN	re
re	NOUN	re
rea	ADJECTIVE	reo
reabastecer	NOUN	reabastecer
reabrir	VERB	reabrir
reacción	NOUN	reacción
reacción	NOUN	reacción
reacciona	VERB	reaccionar
reaccionar	VERB	reaccionar
reaccionaria	ADJECTIVE	reaccionario
reaccionario	ADJECTIVE	reaccionario
reaccionario	ADJECTIVE	reaccionario
reacciones	NOUN	reacción
reacio	ADJECTIVE	reacio
reacio	ADJECTIVE	reacio
reacomodar	NOUN	reacomodar
reactiva	ADJECTIVE	reactivo
reactivador	ADJECTIVE	reactivador
reactivar	VERB	reactivar
reactivas	ADJECTIVE	reactivo
reactivo	NOUN	reactivo
reactivos	ADJECTIVE	reactivo
reactor	NOUN	reactor
reactores	NOUN	reactor
reactualizar	NOUN	reactualizar
read	NOUN	read
ready	NOUN	ready
reafirma	VERB	reafirmar
reafirmación	NOUN	reafirmación
reafirmado	VERB	reafirmar
reafirmar	VERB	reafirmar
reafirme	VERB	reafirmar
reafirmo	VERB	reafirmar
reagge	NOUN	reagge
reagrupar	VERB	reagrupar
reajustar	VERB	reajustar
real	NOUN	real
real	NOUN	real
real	NOUN	real
realce	NOUN	realce
reales	ADJECTIVE	real
realeza	NOUN	realeza
realeza	NOUN	realeza
realice	VERB	realizar
realicé	VERB	realizar
realicé	VERB	realizar
realidad	NOUN	realidad
realidad	NOUN	realidad
realidad	NOUN	realidad
realidades	NOUN	realidad
realimentar	NOUN	realimentar
realismo	NOUN	realismo
realista	NOUN	realista
realistas	ADJECTIVE	realista
reality	NOUN	reality
realiza	VERB	realizar
realizable	ADJECTIVE	realizable
realizables	ADJECTIVE	realizable
realización	NOUN	realización
realizaciones	NOUN	realización
realizada	ADJECTIVE	realizado
realizado	VERB	realizar
realizador	NOUN	realizador
realizados	ADJECTIVE	realizado
realizando	VERB	realizar
realizar	VERB	realizar
realizarlo	VERB	realizar
realizarse	VERB	realizar
realizo	VERB	realizar
realmente	ADVERB	realmente
realojo	VERB	realojar
realza	VERB	realzar
realzado	NOUN	realzado
realzados	NOUN	realzado
realzar	VERB	realzar
reanalizar	NOUN	reanalizar
reanimado	VERB	reanimar
reanimar	VERB	reanimar
reanudar	VERB	reanudar
reanudarse	VERB	reanudar
reaparecer	VERB	reaparecer
rearmada	VERB	rearmar
rearmado	VERB	rearmar
rearmar	VERB	rearmar
rearmarse	VERB	rearmar
rearme	NOUN	rearme
reas	ADJECTIVE	reo
reaseguro	NOUN	reaseguro
reatar	VERB	reatar
reavivar	VERB	reavivar
rebaba	NOUN	rebaba
rebaja	VERB	rebajar
rebajada	ADJECTIVE	rebajado
rebajado	VERB	rebajar
rebajar	VERB	rebajar
rebajarse	VERB	rebajar
rebajas	NOUN	rebaja
rebaje	NOUN	rebaje
rebajo	NOUN	rebajo
rebalsa	NOUN	rebalsa
rebalsada	VERB	rebalsar
rebalsado	VERB	rebalsar
rebalsando	VERB	rebalsar
rebalsar	VERB	rebalsar
rebalse	NOUN	rebalse
rebalsó	VERB	rebalsar
rebanada	NOUN	rebanada
rebanado	VERB	rebanar
rebanadora	ADJECTIVE	rebanadora
rebanar	VERB	rebanar
rebaño	NOUN	rebaño
rebaños	NOUN	rebaño
rebasa	VERB	rebasar
rebasado	VERB	rebasar
rebasando	VERB	rebasar
rebasar	VERB	rebasar
rebaso	VERB	rebasar
rebatible	ADJECTIVE	rebatible
rebatir	VERB	rebatir
rebeca	NOUN	rebeca
rebeca	NOUN	rebeca
rebelado	VERB	rebelar
rebelar	VERB	rebelar
rebelarse	VERB	rebelar
rebelde	ADJECTIVE	rebelde
rebeldes	NOUN	rebelde
rebeldía	NOUN	rebeldía
rebelión	NOUN	rebelión
rebelión	NOUN	rebelión
rebenque	NOUN	rebenque
rebobinar	VERB	rebobinar
rebobinar	VERB	rebobinar
reborde	NOUN	reborde
rebosado	VERB	rebosar
rebosando	VERB	rebosar
rebosante	ADJECTIVE	rebosante
rebosar	VERB	rebosar
reboso	NOUN	reboso
rebota	VERB	rebotar
rebotado	ADJECTIVE	rebotado
rebotar	VERB	rebotar
rebote	NOUN	rebote
reboto	VERB	rebotar
rebozado	NOUN	rebozado
rebozar	VERB	rebozar
rebozo	NOUN	rebozo
rebrote	NOUN	rebrote
rebuscada	ADJECTIVE	rebuscado
rebuscadas	ADJECTIVE	rebuscado
rebuscado	ADJECTIVE	rebuscado
rebuscar	VERB	rebuscar
rebusque	NOUN	rebusque
rebuznar	VERB	rebuznar
rec	NOUN	rec
recabar	VERB	recabar
recabo	VERB	recabar
recadero	NOUN	recadero
recado	NOUN	recado
recados	NOUN	recado
recaer	VERB	recaer
recaída	NOUN	recaída
recaídas	NOUN	recaída
recalcado	VERB	recalcar
recalcar	VERB	recalcar
recalcitrante	ADJECTIVE	recalcitrante
recalco	VERB	recalcar
recalcular	NOUN	recalcular
recalentado	ADJECTIVE	recalentado
recalentar	VERB	recalentar
recamara	VERB	recamar
recámara	NOUN	recámara
recamaras	VERB	recamar
recambio	NOUN	recambio
recapacitado	VERB	recapacitar
recapacitar	VERB	recapacitar
recapitular	VERB	recapitular
recarga	NOUN	recarga
recargable	ADJECTIVE	recargable
recargables	ADJECTIVE	recargable
recargado	ADJECTIVE	recargado
recargar	VERB	recargar
recargo	NOUN	recargo
recatada	ADJECTIVE	recatado
recatado	ADJECTIVE	recatado
recatados	ADJECTIVE	recatado
recatar	VERB	recatar
recate	VERB	recatar
recato	NOUN	recato
recauda	VERB	recaudar
recaudación	NOUN	recaudación
recaudado	VERB	recaudar
recaudador	NOUN	recaudador
recaudar	VERB	recaudar
recaudo	NOUN	recaudo
rece	VERB	rezar
recelar	VERB	recelar
recelo	NOUN	recelo
recelos	NOUN	recelo
receloso	ADJECTIVE	receloso
recen	VERB	rezar
recepción	NOUN	recepción
recepciona	VERB	recepcionar
recepcionar	VERB	recepcionar
recepciones	NOUN	recepción
recepcionista	NOUN	recepcionista
recepta	NOUN	recepta
receptáculo	NOUN	receptáculo
receptáculos	NOUN	receptáculo
receptar	VERB	receptar
receptiva	ADJECTIVE	receptivo
receptivas	ADJECTIVE	receptivo
receptividad	NOUN	receptividad
receptivo	ADJECTIVE	receptivo
recepto	NOUN	recepto
receptor	NOUN	receptor
receptora	ADJECTIVE	receptor
receptores	NOUN	receptor
recesión	NOUN	recesión
recesivo	ADJECTIVE	recesivo
recesivos	ADJECTIVE	recesivo
receso	NOUN	receso
receta	NOUN	receta
recetado	VERB	recetar
recetar	VERB	recetar
recetario	NOUN	recetario
recetas	NOUN	receta
rechace	NOUN	rechace
rechaza	VERB	rechazar
rechazable	ADJECTIVE	rechazable
rechazada	ADJECTIVE	rechazado
rechazado	VERB	rechazar
rechazando	VERB	rechazar
rechazar	VERB	rechazar
rechazo	NOUN	rechazo
rechazo	NOUN	rechazo
rechazó	VERB	rechazar
rechazos	NOUN	rechazo
rechina	VERB	rechinar
rechinar	VERB	rechinar
rechinido	NOUN	rechinido
rechino	VERB	rechinar
rechistar	VERB	rechistar
rechoncho	ADJECTIVE	rechoncho
rechupete	ADVERB	rechupete
recia	ADJECTIVE	recio
recibe	VERB	recibir
recibes	VERB	recibir
recibida	ADJECTIVE	recibido
recibido	VERB	recibir
recibidor	NOUN	recibidor
recibidos	ADJECTIVE	recibido
recibimiento	NOUN	recibimiento
recibir	VERB	recibir
recibirme	VERB	recibir
recibirse	VERB	recibir
recibís	NOUN	recibí
recibo	VERB	recibir
recibos	NOUN	recibo
recicla	VERB	reciclar
reciclable	ADJECTIVE	reciclable
reciclables	ADJECTIVE	reciclable
reciclada	VERB	reciclar
reciclado	NOUN	reciclado
reciclador	NOUN	reciclador
recicladores	ADJECTIVE	reciclador
reciclados	NOUN	reciclado
reciclaje	NOUN	reciclaje
reciclar	VERB	reciclar
recicle	VERB	reciclar
reciclo	VERB	reciclar
reciedumbre	NOUN	reciedumbre
recién	ADVERB	recién
reciente	ADJECTIVE	reciente
recientemente	ADVERB	recientemente
recientes	ADJECTIVE	reciente
recinto	NOUN	recinto
recinto	NOUN	recinto
recintos	NOUN	recinto
recio	ADJECTIVE	recio
recios	ADJECTIVE	recio
recipiente	NOUN	recipiente
recipientes	NOUN	recipiente
reciproca	VERB	reciprocar
recíproca	ADJECTIVE	recíproco
recíprocamente	ADVERB	recíprocamente
reciprocidad	NOUN	reciprocidad
reciproco	VERB	reciprocar
recíproco	ADJECTIVE	recíproco
recita	VERB	recitar
recitado	NOUN	recitado
recitador	NOUN	recitador
recital	NOUN	recital
recitales	NOUN	recital
recitales	NOUN	recital
recitar	VERB	recitar
recito	VERB	recitar
reclama	VERB	reclamar
reclamación	NOUN	reclamación
reclamaciones	NOUN	reclamación
reclamamos	VERB	reclamar
reclaman	VERB	reclamar
reclamante	ADJECTIVE	reclamante
reclamar	VERB	reclamar
reclame	NOUN	reclame
reclames	NOUN	reclame
reclamo	NOUN	reclamo
reclamos	NOUN	reclamo
reclinada	ADJECTIVE	reclinado
reclinado	ADJECTIVE	reclinado
reclinar	VERB	reclinar
recluidas	ADJECTIVE	recluido
recluido	ADJECTIVE	recluido
recluidos	ADJECTIVE	recluido
recluir	VERB	recluir
recluirse	VERB	recluir
reclusa	ADJECTIVE	recluso
reclusas	NOUN	reclusa
reclusión	NOUN	reclusión
recluso	NOUN	recluso
reclusorio	NOUN	reclusorio
reclusos	NOUN	recluso
recluta	NOUN	recluta
reclutado	ADJECTIVE	reclutado
reclutamiento	NOUN	reclutamiento
reclutar	VERB	reclutar
recoba	NOUN	recoba
recoba	NOUN	recoba
recobra	VERB	recobrar
recodo	NOUN	recodo
recoge	VERB	recoger
recogedor	NOUN	recogedor
recoger	VERB	recoger
recoges	VERB	recoger
recogido	ADJECTIVE	recogido
recogidos	ADJECTIVE	recogido
recogimiento	NOUN	recogimiento
recoja	VERB	recoger
recoje	NOUN	recoje
recojo	VERB	recoger
recolección	NOUN	recolección
recolectar	VERB	recolectar
recolecto	VERB	recolectar
recolector	NOUN	recolector
recolectora	NOUN	recolectora
recolectores	NOUN	recolector
recoleta	NOUN	recoleta
recoleta	NOUN	recoleta
recomendable	ADJECTIVE	recomendable
recomendables	ADJECTIVE	recomendable
recomendación	NOUN	recomendación
recomendaciones	NOUN	recomendación
recomendado	NOUN	recomendado
recomendados	NOUN	recomendado
recomendar	VERB	recomendar
recomenzar	VERB	recomenzar
recomiendo	VERB	recomerse
recomienzo	VERB	recomenzar
recompensa	NOUN	recompensa
recompensado	VERB	recompensar
recompensar	VERB	recompensar
recompensas	NOUN	recompensa
recompone	VERB	recomponer
recomponer	VERB	recomponer
reconcilia	VERB	reconciliar
reconciliación	NOUN	reconciliación
reconciliaciones	NOUN	reconciliación
reconciliador	NOUN	reconciliador
reconciliar	VERB	reconciliar
reconciliarse	VERB	reconciliar
reconcilias	VERB	reconciliar
recóndito	ADJECTIVE	recóndito
recónditos	ADJECTIVE	recóndito
reconectar	NOUN	reconectar
reconfirmar	NOUN	reconfirmar
reconforta	VERB	reconfortar
reconfortable	NOUN	reconfortable
reconfortante	ADJECTIVE	reconfortante
reconfortar	VERB	reconfortar
reconfortarse	VERB	reconfortar
reconoce	VERB	reconocer
reconocedor	NOUN	reconocedor
reconocer	VERB	reconocer
reconocerlas	VERB	reconocer
reconocerlo	VERB	reconocer
reconocerme	VERB	reconocer
reconocerse	VERB	reconocer
reconocérselo	VERB	reconocer
reconocible	ADJECTIVE	reconocible
reconocida	VERB	reconocer
reconocidas	ADJECTIVE	reconocido
reconocido	ADJECTIVE	reconocido
reconocidos	ADJECTIVE	reconocido
reconocimiento	NOUN	reconocimiento
reconocimiento	NOUN	reconocimiento
reconocimientos	NOUN	reconocimiento
reconozca	VERB	reconocer
reconozco	VERB	reconocer
reconquista	NOUN	reconquista
reconquistar	VERB	reconquistar
reconsiderar	VERB	reconsiderar
reconstituido	VERB	reconstituir
reconstituir	VERB	reconstituir
reconstituyente	ADJECTIVE	reconstituyente
reconstrucción	NOUN	reconstrucción
reconstructor	ADJECTIVE	reconstructor
reconstruida	VERB	reconstruir
reconstruido	VERB	reconstruir
reconstruir	VERB	reconstruir
reconstruirse	VERB	reconstruir
reconstruye	VERB	reconstruir
reconstruyo	VERB	reconstruir
recontar	VERB	recontar
reconvenir	VERB	reconvenir
recopa	NOUN	recopa
recopiar	NOUN	recopiar
recopilación	NOUN	recopilación
recopilar	VERB	recopilar
record	NOUN	record
récord	NOUN	récord
recordable	ADJECTIVE	recordable
recordación	NOUN	recordación
recordad	VERB	recordar
recordada	ADJECTIVE	recordado
recordado	VERB	recordar
recordados	ADJECTIVE	recordado
recordando	VERB	recordar
recordar	VERB	recordar
recordarte	VERB	recordar
recordativo	ADJECTIVE	recordativo
recordatoria	NOUN	recordatoria
recordatorio	NOUN	recordatorio
recordatorios	NOUN	recordatorio
records	NOUN	records
recorre	VERB	recorrer
recorrer	VERB	recorrer
recorrida	VERB	recorrer
recorridas	VERB	recorrer
recorrido	NOUN	recorrido
recorridos	NOUN	recorrido
recorriendo	VERB	recorrer
recorro	VERB	recorrer
recorta	VERB	recortar
